Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
212	Waveform 1	1	10.939899105	10.945139644	0.0	19573.0
212	Spectrogram 1	1	10.939899105	10.945139644	0.0	19573.0
213	Waveform 1	1	10.967531040	10.973247992	0.0	19857.7
213	Spectrogram 1	1	10.967531040	10.973247992	0.0	19857.7
214	Waveform 1	1	11.011837418	11.015648719	925.3	8042.7
214	Spectrogram 1	1	11.011837418	11.015648719	925.3	8042.7
215	Waveform 1	1	11.028035449	11.034705226	0.0	9822.1
215	Spectrogram 1	1	11.028035449	11.034705226	0.0	9822.1
216	Waveform 1	1	11.045186305	11.049950432	213.5	8612.1
216	Spectrogram 1	1	11.045186305	11.049950432	213.5	8612.1
217	Waveform 1	1	11.097115286	11.102832238	0.0	19857.7
217	Spectrogram 1	1	11.097115286	11.102832238	0.0	19857.7
218	Waveform 1	1	11.117124618	11.125223634	0.0	19501.8
218	Spectrogram 1	1	11.117124618	11.125223634	0.0	19501.8
219	Waveform 1	1	11.220982581	11.226223120	0.0	19359.4
219	Spectrogram 1	1	11.220982581	11.226223120	0.0	19359.4
220	Waveform 1	1	11.240991913	11.247185278	0.0	17508.9
220	Spectrogram 1	1	11.240991913	11.247185278	0.0	17508.9
221	Waveform 1	1	11.320076416	11.327699019	2491.1	8968.0
221	Spectrogram 1	1	11.320076416	11.327699019	2491.1	8968.0
222	Waveform 1	1	11.363429969	11.370576159	427.0	9323.8
222	Spectrogram 1	1	11.363429969	11.370576159	427.0	9323.8
223	Waveform 1	1	11.403798574	11.410468351	0.0	19715.3
223	Spectrogram 1	1	11.403798574	11.410468351	0.0	19715.3
224	Waveform 1	1	11.419996605	11.426666382	284.7	16939.5
224	Spectrogram 1	1	11.419996605	11.426666382	284.7	16939.5
225	Waveform 1	1	11.541958249	11.545769550	498.2	9679.7
225	Spectrogram 1	1	11.541958249	11.545769550	498.2	9679.7
226	Waveform 1	1	11.606750372	11.611990911	0.0	19644.1
226	Spectrogram 1	1	11.606750372	11.611990911	0.0	19644.1
227	Waveform 1	1	11.621995577	11.626759704	0.0	19870.1
227	Spectrogram 1	1	11.621995577	11.626759704	0.0	19870.1
228	Waveform 1	1	11.629618180	11.635335132	779.2	19090.9
228	Spectrogram 1	1	11.629618180	11.635335132	779.2	19090.9
229	Waveform 1	1	11.643434148	11.651533163	194.8	19805.2
229	Spectrogram 1	1	11.643434148	11.651533163	194.8	19805.2
230	Waveform 1	1	11.714419636	11.721565826	0.0	19350.6
230	Spectrogram 1	1	11.714419636	11.721565826	0.0	19350.6
231	Waveform 1	1	11.743004396	11.748244935	0.0	19610.4
231	Spectrogram 1	1	11.743004396	11.748244935	0.0	19610.4
232	Waveform 1	1	11.786834362	11.792551314	584.4	6883.1
232	Spectrogram 1	1	11.786834362	11.792551314	584.4	6883.1
233	Waveform 1	1	11.803985218	11.810654995	0.0	15064.9
233	Spectrogram 1	1	11.803985218	11.810654995	0.0	15064.9
234	Waveform 1	1	11.823041725	11.828282264	0.0	15974.0
234	Spectrogram 1	1	11.823041725	11.828282264	0.0	15974.0
235	Waveform 1	1	11.844003882	11.852579310	3311.7	10714.3
235	Spectrogram 1	1	11.844003882	11.852579310	3311.7	10714.3
236	Waveform 1	1	11.890692324	11.894980038	4026.0	9610.4
236	Spectrogram 1	1	11.890692324	11.894980038	4026.0	9610.4
237	Waveform 1	1	11.896409276	11.902126228	0.0	19545.5
237	Spectrogram 1	1	11.896409276	11.902126228	0.0	19545.5
238	Waveform 1	1	11.912607307	11.917371434	0.0	19675.3
238	Spectrogram 1	1	11.912607307	11.917371434	0.0	19675.3
239	Waveform 1	1	12.032595831	12.038789196	2013.0	11623.4
239	Spectrogram 1	1	12.032595831	12.038789196	2013.0	11623.4
240	Waveform 1	1	12.063562655	12.070232432	2597.4	10974.0
240	Spectrogram 1	1	12.063562655	12.070232432	2597.4	10974.0
241	Waveform 1	1	12.126925540	12.134071730	0.0	19805.2
241	Spectrogram 1	1	12.126925540	12.134071730	0.0	19805.2
242	Waveform 1	1	12.149793348	12.157415951	844.2	19740.3
242	Spectrogram 1	1	12.149793348	12.157415951	844.2	19740.3
243	Waveform 1	1	12.170279093	12.178854521	389.6	19675.3
243	Spectrogram 1	1	12.170279093	12.178854521	389.6	19675.3
244	Waveform 1	1	12.370848827	12.378947843	129.9	19415.6
244	Spectrogram 1	1	12.370848827	12.378947843	129.9	19415.6
245	Waveform 1	1	12.386570446	12.392763810	0.0	17402.6
245	Spectrogram 1	1	12.386570446	12.392763810	0.0	17402.6
246	Waveform 1	1	12.415631619	12.422301396	1818.2	15909.1
246	Spectrogram 1	1	12.415631619	12.422301396	1818.2	15909.1
247	Waveform 1	1	12.483282218	12.490904821	0.0	17987.0
247	Spectrogram 1	1	12.483282218	12.490904821	0.0	17987.0
248	Waveform 1	1	12.502815137	12.516631105	0.0	18311.7
248	Spectrogram 1	1	12.502815137	12.516631105	0.0	18311.7
249	Waveform 1	1	12.539848853	12.543660155	1428.6	11558.4
249	Spectrogram 1	1	12.539848853	12.543660155	1428.6	11558.4
250	Waveform 1	1	12.589872184	12.595589136	0.0	10064.9
250	Spectrogram 1	1	12.589872184	12.595589136	0.0	10064.9
251	Waveform 1	1	12.633702150	12.638942689	0.0	19155.8
251	Spectrogram 1	1	12.633702150	12.638942689	0.0	19155.8
252	Waveform 1	1	12.642753990	12.647994530	779.2	19415.6
252	Spectrogram 1	1	12.642753990	12.647994530	779.2	19415.6
253	Waveform 1	1	12.658475608	12.668480275	0.0	19805.2
253	Spectrogram 1	1	12.658475608	12.668480275	0.0	19805.2
254	Waveform 1	1	12.863809470	12.872384898	2337.7	11623.4
254	Spectrogram 1	1	12.863809470	12.872384898	2337.7	11623.4
255	Waveform 1	1	12.909068674	12.920502578	2077.9	13246.8
255	Spectrogram 1	1	12.909068674	12.920502578	2077.9	13246.8
256	Waveform 1	1	13.123923554	13.138215934	714.3	19675.3
256	Spectrogram 1	1	13.123923554	13.138215934	714.3	19675.3
257	Waveform 1	1	13.145362124	13.157748853	129.9	19675.3
257	Spectrogram 1	1	13.145362124	13.157748853	129.9	19675.3
258	Waveform 1	1	13.180140249	13.185380788	0.0	18701.3
258	Spectrogram 1	1	13.180140249	13.185380788	0.0	18701.3
259	Waveform 1	1	13.224923040	13.231116405	0.0	6558.4
259	Spectrogram 1	1	13.224923040	13.231116405	0.0	6558.4
260	Waveform 1	1	13.259701165	13.264941704	649.4	6233.8
260	Spectrogram 1	1	13.259701165	13.264941704	649.4	6233.8
261	Waveform 1	1	13.268276593	13.275899196	779.2	7727.3
261	Spectrogram 1	1	13.268276593	13.275899196	779.2	7727.3
262	Waveform 1	1	13.299719829	13.308295257	0.0	7013.0
262	Spectrogram 1	1	13.299719829	13.308295257	0.0	7013.0
263	Waveform 1	1	13.345455446	13.356889350	2532.5	9675.3
263	Spectrogram 1	1	13.345455446	13.356889350	2532.5	9675.3
264	Waveform 1	1	13.388808999	13.401195728	3311.7	10389.6
264	Spectrogram 1	1	13.388808999	13.401195728	3311.7	10389.6
265	Waveform 1	1	13.591284384	13.599859812	0.0	19675.3
265	Spectrogram 1	1	13.591284384	13.599859812	0.0	19675.3
266	Waveform 1	1	13.611256980	13.621738059	0.0	19610.4
266	Spectrogram 1	1	13.611256980	13.621738059	0.0	19610.4
267	Waveform 1	1	13.647940756	13.653657708	0.0	19155.8
267	Spectrogram 1	1	13.647940756	13.653657708	0.0	19155.8
268	Waveform 1	1	13.672237802	13.676049103	194.8	19220.8
268	Spectrogram 1	1	13.672237802	13.676049103	194.8	19220.8
269	Waveform 1	1	13.739888401	13.746081766	0.0	15844.2
269	Spectrogram 1	1	13.739888401	13.746081766	0.0	15844.2
270	Waveform 1	1	13.759897734	13.765138273	0.0	19545.5
270	Spectrogram 1	1	13.759897734	13.765138273	0.0	19545.5
271	Waveform 1	1	13.788006081	13.795628684	0.0	19480.5
271	Spectrogram 1	1	13.788006081	13.795628684	0.0	19480.5
272	Waveform 1	1	13.815161603	13.823260619	2532.5	9935.1
272	Spectrogram 1	1	13.815161603	13.823260619	2532.5	9935.1
273	Waveform 1	1	13.860420807	13.873760362	1753.2	8181.8
273	Spectrogram 1	1	13.860420807	13.873760362	1753.2	8181.8
274	Waveform 1	1	13.916161090	13.921878042	0.0	19610.4
274	Spectrogram 1	1	13.916161090	13.921878042	0.0	19610.4
275	Waveform 1	1	13.932359121	13.936646835	0.0	18181.8
275	Spectrogram 1	1	13.932359121	13.936646835	0.0	18181.8
276	Waveform 1	1	14.090731098	14.097400876	0.0	19675.3
276	Spectrogram 1	1	14.090731098	14.097400876	0.0	19675.3
277	Waveform 1	1	14.112169669	14.120745097	0.0	19675.3
277	Spectrogram 1	1	14.112169669	14.120745097	0.0	19675.3
278	Waveform 1	1	14.152664746	14.158858110	0.0	19350.6
278	Spectrogram 1	1	14.152664746	14.158858110	0.0	19350.6
279	Waveform 1	1	14.177438205	14.183155157	0.0	19740.3
279	Spectrogram 1	1	14.177438205	14.183155157	0.0	19740.3
280	Waveform 1	1	14.316074292	14.324173307	0.0	17857.1
280	Spectrogram 1	1	14.316074292	14.324173307	0.0	17857.1
281	Waveform 1	1	14.336083624	14.344182639	0.0	16493.5
281	Spectrogram 1	1	14.336083624	14.344182639	0.0	16493.5
282	Waveform 1	1	14.366097622	14.370385336	0.0	19740.3
282	Spectrogram 1	1	14.366097622	14.370385336	0.0	19740.3
283	Waveform 1	1	14.393253145	14.398970097	0.0	19610.4
283	Spectrogram 1	1	14.393253145	14.398970097	0.0	19610.4
284	Waveform 1	1	14.421361492	14.424696381	0.0	17402.6
284	Spectrogram 1	1	14.421361492	14.424696381	0.0	17402.6
285	Waveform 1	1	14.436130285	14.442800062	0.0	16493.5
285	Spectrogram 1	1	14.436130285	14.442800062	0.0	16493.5
286	Waveform 1	1	14.473766886	14.479007425	0.0	11753.2
286	Spectrogram 1	1	14.473766886	14.479007425	0.0	11753.2
287	Waveform 1	1	14.558502104	14.567553944	1363.6	9026.0
287	Spectrogram 1	1	14.558502104	14.567553944	1363.6	9026.0
288	Waveform 1	1	14.582799150	14.587563277	0.0	19350.6
288	Spectrogram 1	1	14.582799150	14.587563277	0.0	19350.6
289	Waveform 1	1	14.603284895	14.610431085	0.0	19415.6
289	Spectrogram 1	1	14.603284895	14.610431085	0.0	19415.6
290	Waveform 1	1	14.665218542	14.669506256	519.5	19740.3
290	Spectrogram 1	1	14.665218542	14.669506256	519.5	19740.3
291	Waveform 1	1	14.688562763	14.694756128	0.0	19610.4
291	Spectrogram 1	1	14.688562763	14.694756128	0.0	19610.4
292	Waveform 1	1	14.804863456	14.812486059	0.0	7207.8
292	Spectrogram 1	1	14.804863456	14.812486059	0.0	7207.8
293	Waveform 1	1	14.850599073	14.856792438	0.0	16948.1
293	Spectrogram 1	1	14.850599073	14.856792438	0.0	16948.1
294	Waveform 1	1	14.870131992	14.875372532	0.0	17142.9
294	Spectrogram 1	1	14.870131992	14.875372532	0.0	17142.9
295	Waveform 1	1	14.887282849	14.893952626	0.0	17727.3
295	Spectrogram 1	1	14.887282849	14.893952626	0.0	17727.3
296	Waveform 1	1	14.903480879	14.909197831	0.0	17402.6
296	Spectrogram 1	1	14.903480879	14.909197831	0.0	17402.6
297	Waveform 1	1	15.028300999	15.034970777	0.0	19415.6
297	Spectrogram 1	1	15.028300999	15.034970777	0.0	19415.6
298	Waveform 1	1	15.057362172	15.064508362	0.0	19415.6
298	Spectrogram 1	1	15.057362172	15.064508362	0.0	19415.6
299	Waveform 1	1	15.109767566	15.114055280	0.0	18896.1
299	Spectrogram 1	1	15.109767566	15.114055280	0.0	18896.1
300	Waveform 1	1	15.130729724	15.141210802	0.0	16818.2
300	Spectrogram 1	1	15.130729724	15.141210802	0.0	16818.2
301	Waveform 1	1	15.205050100	15.209337814	0.0	19026.0
301	Spectrogram 1	1	15.205050100	15.209337814	0.0	19026.0
302	Waveform 1	1	15.228394321	15.233634861	0.0	18701.3
302	Spectrogram 1	1	15.228394321	15.233634861	0.0	18701.3
303	Waveform 1	1	15.351867705	15.355202593	0.0	16753.2
303	Spectrogram 1	1	15.351867705	15.355202593	0.0	16753.2
304	Waveform 1	1	15.369971386	15.376164751	0.0	17402.6
304	Spectrogram 1	1	15.369971386	15.376164751	0.0	17402.6
305	Waveform 1	1	15.396650496	15.399985385	259.7	19675.3
305	Spectrogram 1	1	15.396650496	15.399985385	259.7	19675.3
306	Waveform 1	1	15.411419289	15.415707003	0.0	19805.2
306	Spectrogram 1	1	15.411419289	15.415707003	0.0	19805.2
307	Waveform 1	1	15.533857345	15.539097885	2597.4	11883.1
307	Spectrogram 1	1	15.533857345	15.539097885	2597.4	11883.1
308	Waveform 1	1	15.565300581	15.569111883	714.3	10779.2
308	Spectrogram 1	1	15.565300581	15.569111883	714.3	10779.2
309	Waveform 1	1	15.670587782	15.676304734	0.0	19545.5
309	Spectrogram 1	1	15.670587782	15.676304734	0.0	19545.5
310	Waveform 1	1	15.692502765	15.701078193	0.0	19740.3
310	Spectrogram 1	1	15.692502765	15.701078193	0.0	19740.3
311	Waveform 1	1	15.761106189	15.765393903	0.0	19675.3
311	Spectrogram 1	1	15.761106189	15.765393903	0.0	19675.3
312	Waveform 1	1	15.784926823	15.790167362	0.0	19675.3
312	Spectrogram 1	1	15.784926823	15.790167362	0.0	19675.3
313	Waveform 1	1	15.830566700	15.835807239	0.0	19285.7
313	Spectrogram 1	1	15.830566700	15.835807239	0.0	19285.7
314	Waveform 1	1	15.849623207	15.855816571	0.0	18636.4
314	Spectrogram 1	1	15.849623207	15.855816571	0.0	18636.4
315	Waveform 1	1	15.897740886	15.902505013	0.0	19545.5
315	Spectrogram 1	1	15.897740886	15.902505013	0.0	19545.5
316	Waveform 1	1	15.923943583	15.932519011	0.0	19610.4
316	Spectrogram 1	1	15.923943583	15.932519011	0.0	19610.4
317	Waveform 1	1	15.944905741	15.949193455	0.0	19350.6
317	Spectrogram 1	1	15.944905741	15.949193455	0.0	19350.6
318	Waveform 1	1	15.959674534	15.966820724	0.0	19610.4
318	Spectrogram 1	1	15.959674534	15.966820724	0.0	19610.4
319	Waveform 1	1	15.973014089	15.976348977	324.7	6233.8
319	Spectrogram 1	1	15.973014089	15.976348977	324.7	6233.8
320	Waveform 1	1	16.206456297	16.212173249	0.0	19675.3
320	Spectrogram 1	1	16.206456297	16.212173249	0.0	19675.3
321	Waveform 1	1	16.227418455	16.234564645	0.0	19350.6
321	Spectrogram 1	1	16.227418455	16.234564645	0.0	19350.6
322	Waveform 1	1	16.295069054	16.301738832	584.4	13961.0
322	Spectrogram 1	1	16.295069054	16.301738832	584.4	13961.0
323	Waveform 1	1	16.313172736	16.317460450	909.1	16818.2
323	Spectrogram 1	1	16.313172736	16.317460450	909.1	16818.2
324	Waveform 1	1	16.482051061	16.488244426	0.0	17857.1
324	Spectrogram 1	1	16.482051061	16.488244426	0.0	17857.1
325	Waveform 1	1	16.498725505	16.502536806	0.0	18181.8
325	Spectrogram 1	1	16.498725505	16.502536806	0.0	18181.8
326	Waveform 1	1	16.722163047	16.730262063	0.0	18506.5
326	Spectrogram 1	1	16.722163047	16.730262063	0.0	18506.5
327	Waveform 1	1	16.745507268	16.761228886	0.0	19155.8
327	Spectrogram 1	1	16.745507268	16.761228886	0.0	19155.8
328	Waveform 1	1	16.775997679	16.780285393	1233.8	14610.4
328	Spectrogram 1	1	16.775997679	16.780285393	1233.8	14610.4
329	Waveform 1	1	16.830308724	16.835549263	779.2	7467.5
329	Spectrogram 1	1	16.830308724	16.835549263	779.2	7467.5
330	Waveform 1	1	16.948459066	16.955128844	0.0	6493.5
330	Spectrogram 1	1	16.948459066	16.955128844	0.0	6493.5
331	Waveform 1	1	16.987524905	16.995623921	0.0	19220.8
331	Spectrogram 1	1	16.987524905	16.995623921	0.0	19220.8
332	Waveform 1	1	17.003836171	17.010029535	0.0	18961.0
332	Spectrogram 1	1	17.003836171	17.010029535	0.0	18961.0
333	Waveform 1	1	17.204882318	17.209646445	0.0	19415.6
333	Spectrogram 1	1	17.204882318	17.209646445	0.0	19415.6
334	Waveform 1	1	17.226797301	17.234896316	0.0	19350.6
334	Spectrogram 1	1	17.226797301	17.234896316	0.0	19350.6
335	Waveform 1	1	17.249665109	17.253476410	0.0	16688.3
335	Spectrogram 1	1	17.249665109	17.253476410	0.0	16688.3
336	Waveform 1	1	17.306358217	17.313027994	0.0	18311.7
336	Spectrogram 1	1	17.306358217	17.313027994	0.0	18311.7
337	Waveform 1	1	17.334466565	17.338754279	0.0	16818.2
337	Spectrogram 1	1	17.334466565	17.338754279	0.0	16818.2
338	Waveform 1	1	17.382250568	17.387014695	259.7	4285.7
338	Spectrogram 1	1	17.382250568	17.387014695	259.7	4285.7
339	Waveform 1	1	17.418457931	17.426556946	0.0	5454.5
339	Spectrogram 1	1	17.418457931	17.426556946	0.0	5454.5
340	Waveform 1	1	17.470863325	17.477533102	0.0	18831.2
340	Spectrogram 1	1	17.470863325	17.477533102	0.0	18831.2
341	Waveform 1	1	17.485155705	17.492301895	584.4	19610.4
341	Spectrogram 1	1	17.485155705	17.492301895	584.4	19610.4
342	Waveform 1	1	17.688107503	17.692871630	0.0	16948.1
342	Spectrogram 1	1	17.688107503	17.692871630	0.0	16948.1
343	Waveform 1	1	17.709069661	17.714786613	844.2	19415.6
343	Spectrogram 1	1	17.709069661	17.714786613	844.2	19415.6
344	Waveform 1	1	17.730031818	17.740036484	0.0	19350.6
344	Spectrogram 1	1	17.730031818	17.740036484	0.0	19350.6
345	Waveform 1	1	17.846896890	17.851184604	259.7	19220.8
345	Spectrogram 1	1	17.846896890	17.851184604	259.7	19220.8
346	Waveform 1	1	17.874052412	17.878340126	0.0	17857.1
346	Spectrogram 1	1	17.874052412	17.878340126	0.0	17857.1
347	Waveform 1	1	17.938844536	17.945037900	129.9	18571.4
347	Spectrogram 1	1	17.938844536	17.945037900	129.9	18571.4
348	Waveform 1	1	17.954089741	17.960283106	0.0	19350.6
348	Spectrogram 1	1	17.954089741	17.960283106	0.0	19350.6
349	Waveform 1	1	17.974099073	17.982674501	1428.6	7013.0
349	Spectrogram 1	1	17.974099073	17.982674501	1428.6	7013.0
350	Waveform 1	1	18.078909861	18.086532464	3376.6	8376.6
350	Spectrogram 1	1	18.078909861	18.086532464	3376.6	8376.6
351	Waveform 1	1	18.108447447	18.118928525	2857.1	8831.2
351	Spectrogram 1	1	18.108447447	18.118928525	2857.1	8831.2
352	Waveform 1	1	18.131315255	18.137985032	0.0	16039.0
352	Spectrogram 1	1	18.131315255	18.137985032	0.0	16039.0
353	Waveform 1	1	18.149895349	18.156088714	0.0	15389.6
353	Spectrogram 1	1	18.149895349	18.156088714	0.0	15389.6
354	Waveform 1	1	18.200395092	18.206588457	0.0	19740.3
354	Spectrogram 1	1	18.200395092	18.206588457	0.0	19740.3
355	Waveform 1	1	18.221357250	18.232791154	0.0	19545.5
355	Spectrogram 1	1	18.221357250	18.232791154	0.0	19545.5
356	Waveform 1	1	18.436242863	18.441959815	0.0	18571.4
356	Spectrogram 1	1	18.436242863	18.441959815	0.0	18571.4
357	Waveform 1	1	18.463398385	18.473403051	64.9	18116.9
357	Spectrogram 1	1	18.463398385	18.473403051	64.9	18116.9
358	Waveform 1	1	18.566779935	18.571067649	0.0	17467.5
358	Spectrogram 1	1	18.566779935	18.571067649	0.0	17467.5
359	Waveform 1	1	18.583930791	18.591076981	0.0	16753.2
359	Spectrogram 1	1	18.583930791	18.591076981	0.0	16753.2
360	Waveform 1	1	18.701128308	18.708274498	0.0	19545.5
360	Spectrogram 1	1	18.701128308	18.708274498	0.0	19545.5
361	Waveform 1	1	18.722566878	18.730189481	0.0	19026.0
361	Spectrogram 1	1	18.722566878	18.730189481	0.0	19026.0
362	Waveform 1	1	18.865542448	18.873641464	1558.4	7532.5
362	Spectrogram 1	1	18.865542448	18.873641464	1558.4	7532.5
363	Waveform 1	1	18.896985685	18.905561113	1688.3	8441.6
363	Spectrogram 1	1	18.896985685	18.905561113	1688.3	8441.6
364	Waveform 1	1	18.926046858	18.932716635	909.1	10584.4
364	Spectrogram 1	1	18.926046858	18.932716635	909.1	10584.4
365	Waveform 1	1	18.967494760	18.978928664	2792.2	8961.0
365	Spectrogram 1	1	18.967494760	18.978928664	2792.2	8961.0
366	Waveform 1	1	19.002272885	19.006084186	0.0	18831.2
366	Spectrogram 1	1	19.002272885	19.006084186	0.0	18831.2
367	Waveform 1	1	19.019423741	19.027046344	1103.9	14350.6
367	Spectrogram 1	1	19.019423741	19.027046344	1103.9	14350.6
368	Waveform 1	1	19.038003835	19.041815137	0.0	19350.6
368	Spectrogram 1	1	19.038003835	19.041815137	0.0	19350.6
369	Waveform 1	1	19.064206532	19.069447072	389.6	19610.4
369	Spectrogram 1	1	19.064206532	19.069447072	389.6	19610.4
370	Waveform 1	1	19.113753450	19.119946815	909.1	6753.2
370	Spectrogram 1	1	19.113753450	19.119946815	909.1	6753.2
371	Waveform 1	1	19.148055163	19.155201353	0.0	8961.0
371	Spectrogram 1	1	19.148055163	19.155201353	0.0	8961.0
372	Waveform 1	1	19.195696430	19.201413382	844.2	19415.6
372	Spectrogram 1	1	19.195696430	19.201413382	844.2	19415.6
373	Waveform 1	1	19.215705762	19.223328365	649.4	19415.6
373	Spectrogram 1	1	19.215705762	19.223328365	649.4	19415.6
374	Waveform 1	1	19.420436738	19.427106515	1363.6	15909.1
374	Spectrogram 1	1	19.420436738	19.427106515	1363.6	15909.1
375	Waveform 1	1	19.448068673	19.453309212	0.0	19480.5
375	Spectrogram 1	1	19.448068673	19.453309212	0.0	19480.5
376	Waveform 1	1	19.462837466	19.472365719	0.0	18311.7
376	Spectrogram 1	1	19.462837466	19.472365719	0.0	18311.7
377	Waveform 1	1	19.477606259	19.482846798	0.0	18636.4
377	Spectrogram 1	1	19.477606259	19.482846798	0.0	18636.4
378	Waveform 1	1	19.701520214	19.706760753	0.0	17532.5
378	Spectrogram 1	1	19.701520214	19.706760753	0.0	17532.5
379	Waveform 1	1	19.722482372	19.731057800	0.0	19285.7
379	Spectrogram 1	1	19.722482372	19.731057800	0.0	19285.7
380	Waveform 1	1	19.745350180	19.751067132	0.0	19285.7
380	Spectrogram 1	1	19.745350180	19.751067132	0.0	19285.7
381	Waveform 1	1	19.772505702	19.778222654	0.0	19610.4
381	Spectrogram 1	1	19.772505702	19.778222654	0.0	19610.4
382	Waveform 1	1	19.925460670	19.932606860	1428.6	14610.4
382	Spectrogram 1	1	19.925460670	19.932606860	1428.6	14610.4
383	Waveform 1	1	19.967384985	19.977389651	0.0	19480.5
383	Spectrogram 1	1	19.967384985	19.977389651	0.0	19480.5
384	Waveform 1	1	19.982630190	19.987394317	0.0	19805.2
384	Spectrogram 1	1	19.982630190	19.987394317	0.0	19805.2
